source_row,term,source_annotation,part_of_speech,source_comment,engine_tier,default_weight,standalone_flag,interpretation,source
294,exceptional,style,adjective,,corpus_monitoring_only,0.1,False,Corpus-associated marker only; never infer authorship from this term alone.,"Kobak et al., Science Advances 2025, supplementary repository excess_words.csv"
295,exceptionally,style,adverb,,corpus_monitoring_only,0.1,False,Corpus-associated marker only; never infer authorship from this term alone.,"Kobak et al., Science Advances 2025, supplementary repository excess_words.csv"
296,exerting,style,verb,,corpus_monitoring_only,0.1,False,Corpus-associated marker only; never infer authorship from this term alone.,"Kobak et al., Science Advances 2025, supplementary repository excess_words.csv"
297,exhibit,style,verb,,context_sensitive_cluster_marker,0.4,False,Corpus-associated marker only; never infer authorship from this term alone.,"Kobak et al., Science Advances 2025, supplementary repository excess_words.csv"
298,exhibited,style,verb,,context_sensitive_cluster_marker,0.4,False,Corpus-associated marker only; never infer authorship from this term alone.,"Kobak et al., Science Advances 2025, supplementary repository excess_words.csv"
299,exhibiting,style,verb,,context_sensitive_cluster_marker,0.4,False,Corpus-associated marker only; never infer authorship from this term alone.,"Kobak et al., Science Advances 2025, supplementary repository excess_words.csv"
300,exhibits,style,verb,,context_sensitive_cluster_marker,0.4,False,Corpus-associated marker only; never infer authorship from this term alone.,"Kobak et al., Science Advances 2025, supplementary repository excess_words.csv"
301,expedite,style,verb,,corpus_monitoring_only,0.1,False,Corpus-associated marker only; never infer authorship from this term alone.,"Kobak et al., Science Advances 2025, supplementary repository excess_words.csv"
302,expediting,style,verb,,corpus_monitoring_only,0.1,False,Corpus-associated marker only; never infer authorship from this term alone.,"Kobak et al., Science Advances 2025, supplementary repository excess_words.csv"
304,exploration,style,noun,,corpus_monitoring_only,0.1,False,Corpus-associated marker only; never infer authorship from this term alone.,"Kobak et al., Science Advances 2025, supplementary repository excess_words.csv"
305,explores,style,verb,,corpus_monitoring_only,0.1,False,Corpus-associated marker only; never infer authorship from this term alone.,"Kobak et al., Science Advances 2025, supplementary repository excess_words.csv"
306,faces,content/style,noun/verb,can be content noun (face) or style verb (to face),corpus_monitoring_only,0.1,False,Corpus-associated marker only; never infer authorship from this term alone.,"Kobak et al., Science Advances 2025, supplementary repository excess_words.csv"
307,facilitated,style,verb,,context_sensitive_cluster_marker,0.4,False,Corpus-associated marker only; never infer authorship from this term alone.,"Kobak et al., Science Advances 2025, supplementary repository excess_words.csv"
308,facilitates,style,verb,,context_sensitive_cluster_marker,0.4,False,Corpus-associated marker only; never infer authorship from this term alone.,"Kobak et al., Science Advances 2025, supplementary repository excess_words.csv"
309,facilitating,style,verb,,context_sensitive_cluster_marker,0.4,False,Corpus-associated marker only; never infer authorship from this term alone.,"Kobak et al., Science Advances 2025, supplementary repository excess_words.csv"
313,featuring,style,verb,,corpus_monitoring_only,0.1,False,Corpus-associated marker only; never infer authorship from this term alone.,"Kobak et al., Science Advances 2025, supplementary repository excess_words.csv"
316,fight,style,noun/verb,,corpus_monitoring_only,0.1,False,Corpus-associated marker only; never infer authorship from this term alone.,"Kobak et al., Science Advances 2025, supplementary repository excess_words.csv"
317,findings,style,noun,,context_sensitive_cluster_marker,0.4,False,Corpus-associated marker only; never infer authorship from this term alone.,"Kobak et al., Science Advances 2025, supplementary repository excess_words.csv"
322,focusing,style,verb,,corpus_monitoring_only,0.1,False,Corpus-associated marker only; never infer authorship from this term alone.,"Kobak et al., Science Advances 2025, supplementary repository excess_words.csv"
323,formidable,style,adjective,,corpus_monitoring_only,0.1,False,Corpus-associated marker only; never infer authorship from this term alone.,"Kobak et al., Science Advances 2025, supplementary repository excess_words.csv"
324,fostering,style,verb,,context_sensitive_cluster_marker,0.4,False,Corpus-associated marker only; never infer authorship from this term alone.,"Kobak et al., Science Advances 2025, supplementary repository excess_words.csv"
325,fosters,style,verb,,context_sensitive_cluster_marker,0.4,False,Corpus-associated marker only; never infer authorship from this term alone.,"Kobak et al., Science Advances 2025, supplementary repository excess_words.csv"
326,foundational,style,adjective,,corpus_monitoring_only,0.1,False,Corpus-associated marker only; never infer authorship from this term alone.,"Kobak et al., Science Advances 2025, supplementary repository excess_words.csv"
329,furnish,style,verb,,corpus_monitoring_only,0.1,False,Corpus-associated marker only; never infer authorship from this term alone.,"Kobak et al., Science Advances 2025, supplementary repository excess_words.csv"
332,garnered,style,verb,,corpus_monitoring_only,0.1,False,Corpus-associated marker only; never infer authorship from this term alone.,"Kobak et al., Science Advances 2025, supplementary repository excess_words.csv"
333,garnering,style,verb,,corpus_monitoring_only,0.1,False,Corpus-associated marker only; never infer authorship from this term alone.,"Kobak et al., Science Advances 2025, supplementary repository excess_words.csv"
334,gauged,style,verb,,corpus_monitoring_only,0.1,False,Corpus-associated marker only; never infer authorship from this term alone.,"Kobak et al., Science Advances 2025, supplementary repository excess_words.csv"
341,grappling,style,verb,,corpus_monitoring_only,0.1,False,Corpus-associated marker only; never infer authorship from this term alone.,"Kobak et al., Science Advances 2025, supplementary repository excess_words.csv"
342,groundbreaking,style,adjective,,corpus_monitoring_only,0.1,False,Corpus-associated marker only; never infer authorship from this term alone.,"Kobak et al., Science Advances 2025, supplementary repository excess_words.csv"
343,groundwork,style,noun,,corpus_monitoring_only,0.1,False,Corpus-associated marker only; never infer authorship from this term alone.,"Kobak et al., Science Advances 2025, supplementary repository excess_words.csv"
348,hardest,style,noun,,corpus_monitoring_only,0.1,False,Corpus-associated marker only; never infer authorship from this term alone.,"Kobak et al., Science Advances 2025, supplementary repository excess_words.csv"
350,harness,style,verb,,corpus_monitoring_only,0.1,False,Corpus-associated marker only; never infer authorship from this term alone.,"Kobak et al., Science Advances 2025, supplementary repository excess_words.csv"
351,harnesses,style,verb,,corpus_monitoring_only,0.1,False,Corpus-associated marker only; never infer authorship from this term alone.,"Kobak et al., Science Advances 2025, supplementary repository excess_words.csv"
352,harnessing,style,verb,,corpus_monitoring_only,0.1,False,Corpus-associated marker only; never infer authorship from this term alone.,"Kobak et al., Science Advances 2025, supplementary repository excess_words.csv"
356,heighten,style,verb,,corpus_monitoring_only,0.1,False,Corpus-associated marker only; never infer authorship from this term alone.,"Kobak et al., Science Advances 2025, supplementary repository excess_words.csv"
357,heightened,style,adjective,,corpus_monitoring_only,0.1,False,Corpus-associated marker only; never infer authorship from this term alone.,"Kobak et al., Science Advances 2025, supplementary repository excess_words.csv"
361,heterogenous,content/style,adjective,can have technical meanings but can also be used in other contexts,corpus_monitoring_only,0.1,False,Corpus-associated marker only; never infer authorship from this term alone.,"Kobak et al., Science Advances 2025, supplementary repository excess_words.csv"
364,highlight,style,verb,,corpus_monitoring_only,0.1,False,Corpus-associated marker only; never infer authorship from this term alone.,"Kobak et al., Science Advances 2025, supplementary repository excess_words.csv"
365,highlighting,style,verb,,corpus_monitoring_only,0.1,False,Corpus-associated marker only; never infer authorship from this term alone.,"Kobak et al., Science Advances 2025, supplementary repository excess_words.csv"
366,highlights,style,verb,,corpus_monitoring_only,0.1,False,Corpus-associated marker only; never infer authorship from this term alone.,"Kobak et al., Science Advances 2025, supplementary repository excess_words.csv"
368,hinder,style,verb,,corpus_monitoring_only,0.1,False,Corpus-associated marker only; never infer authorship from this term alone.,"Kobak et al., Science Advances 2025, supplementary repository excess_words.csv"
369,hinges,style,verb,,corpus_monitoring_only,0.1,False,Corpus-associated marker only; never infer authorship from this term alone.,"Kobak et al., Science Advances 2025, supplementary repository excess_words.csv"
370,hinting,style,verb,,corpus_monitoring_only,0.1,False,Corpus-associated marker only; never infer authorship from this term alone.,"Kobak et al., Science Advances 2025, supplementary repository excess_words.csv"
372,hold,style,verb,,corpus_monitoring_only,0.1,False,Corpus-associated marker only; never infer authorship from this term alone.,"Kobak et al., Science Advances 2025, supplementary repository excess_words.csv"
373,holds,style,verb,,corpus_monitoring_only,0.1,False,Corpus-associated marker only; never infer authorship from this term alone.,"Kobak et al., Science Advances 2025, supplementary repository excess_words.csv"
376,however,style,adverb,,corpus_monitoring_only,0.1,False,Corpus-associated marker only; never infer authorship from this term alone.,"Kobak et al., Science Advances 2025, supplementary repository excess_words.csv"
387,identified,style,verb,,corpus_monitoring_only,0.1,False,Corpus-associated marker only; never infer authorship from this term alone.,"Kobak et al., Science Advances 2025, supplementary repository excess_words.csv"
390,illuminates,style,verb,,corpus_monitoring_only,0.1,False,Corpus-associated marker only; never infer authorship from this term alone.,"Kobak et al., Science Advances 2025, supplementary repository excess_words.csv"
391,illuminating,style,adjective,,corpus_monitoring_only,0.1,False,Corpus-associated marker only; never infer authorship from this term alone.,"Kobak et al., Science Advances 2025, supplementary repository excess_words.csv"
392,imbalances,style,verb,,corpus_monitoring_only,0.1,False,Corpus-associated marker only; never infer authorship from this term alone.,"Kobak et al., Science Advances 2025, supplementary repository excess_words.csv"
393,impact,style,noun,,corpus_monitoring_only,0.1,False,Corpus-associated marker only; never infer authorship from this term alone.,"Kobak et al., Science Advances 2025, supplementary repository excess_words.csv"
394,impactful,style,adjective,,corpus_monitoring_only,0.1,False,Corpus-associated marker only; never infer authorship from this term alone.,"Kobak et al., Science Advances 2025, supplementary repository excess_words.csv"
395,impacting,style,verb,,corpus_monitoring_only,0.1,False,Corpus-associated marker only; never infer authorship from this term alone.,"Kobak et al., Science Advances 2025, supplementary repository excess_words.csv"
396,impede,style,verb,,corpus_monitoring_only,0.1,False,Corpus-associated marker only; never infer authorship from this term alone.,"Kobak et al., Science Advances 2025, supplementary repository excess_words.csv"
397,impeding,style,adjective,,corpus_monitoring_only,0.1,False,Corpus-associated marker only; never infer authorship from this term alone.,"Kobak et al., Science Advances 2025, supplementary repository excess_words.csv"
398,imperative,style,adjective,,corpus_monitoring_only,0.1,False,Corpus-associated marker only; never infer authorship from this term alone.,"Kobak et al., Science Advances 2025, supplementary repository excess_words.csv"
399,impressive,style,adjective,,corpus_monitoring_only,0.1,False,Corpus-associated marker only; never infer authorship from this term alone.,"Kobak et al., Science Advances 2025, supplementary repository excess_words.csv"
401,inadequately,style,adverb,,corpus_monitoring_only,0.1,False,Corpus-associated marker only; never infer authorship from this term alone.,"Kobak et al., Science Advances 2025, supplementary repository excess_words.csv"
402,inaugural,content/style,adjective,unsure,corpus_monitoring_only,0.1,False,Corpus-associated marker only; never infer authorship from this term alone.,"Kobak et al., Science Advances 2025, supplementary repository excess_words.csv"
403,including,style,preposition,,corpus_monitoring_only,0.1,False,Corpus-associated marker only; never infer authorship from this term alone.,"Kobak et al., Science Advances 2025, supplementary repository excess_words.csv"
404,incorporates,style,verb,,corpus_monitoring_only,0.1,False,Corpus-associated marker only; never infer authorship from this term alone.,"Kobak et al., Science Advances 2025, supplementary repository excess_words.csv"
405,incorporating,style,verb,,corpus_monitoring_only,0.1,False,Corpus-associated marker only; never infer authorship from this term alone.,"Kobak et al., Science Advances 2025, supplementary repository excess_words.csv"
406,indicating,style,verb,,corpus_monitoring_only,0.1,False,Corpus-associated marker only; never infer authorship from this term alone.,"Kobak et al., Science Advances 2025, supplementary repository excess_words.csv"
407,individuals,style,noun,,corpus_monitoring_only,0.1,False,Corpus-associated marker only; never infer authorship from this term alone.,"Kobak et al., Science Advances 2025, supplementary repository excess_words.csv"
411,influencing,style,verb,,corpus_monitoring_only,0.1,False,Corpus-associated marker only; never infer authorship from this term alone.,"Kobak et al., Science Advances 2025, supplementary repository excess_words.csv"
412,inherent,style,adjective,,corpus_monitoring_only,0.1,False,Corpus-associated marker only; never infer authorship from this term alone.,"Kobak et al., Science Advances 2025, supplementary repository excess_words.csv"
413,initially,style,adverb,,corpus_monitoring_only,0.1,False,Corpus-associated marker only; never infer authorship from this term alone.,"Kobak et al., Science Advances 2025, supplementary repository excess_words.csv"
414,innovative,style,adjective,,corpus_monitoring_only,0.1,False,Corpus-associated marker only; never infer authorship from this term alone.,"Kobak et al., Science Advances 2025, supplementary repository excess_words.csv"
415,inquiries,style,noun,,corpus_monitoring_only,0.1,False,Corpus-associated marker only; never infer authorship from this term alone.,"Kobak et al., Science Advances 2025, supplementary repository excess_words.csv"
416,insights,style,noun,,context_sensitive_cluster_marker,0.4,False,Corpus-associated marker only; never infer authorship from this term alone.,"Kobak et al., Science Advances 2025, supplementary repository excess_words.csv"
417,integrates,style,verb,,corpus_monitoring_only,0.1,False,Corpus-associated marker only; never infer authorship from this term alone.,"Kobak et al., Science Advances 2025, supplementary repository excess_words.csv"
418,integrating,style,verb,,corpus_monitoring_only,0.1,False,Corpus-associated marker only; never infer authorship from this term alone.,"Kobak et al., Science Advances 2025, supplementary repository excess_words.csv"
419,integration,style,noun,,corpus_monitoring_only,0.1,False,Corpus-associated marker only; never infer authorship from this term alone.,"Kobak et al., Science Advances 2025, supplementary repository excess_words.csv"
420,interconnectedness,style,noun,,corpus_monitoring_only,0.1,False,Corpus-associated marker only; never infer authorship from this term alone.,"Kobak et al., Science Advances 2025, supplementary repository excess_words.csv"
421,interplay,style,noun,,corpus_monitoring_only,0.1,False,Corpus-associated marker only; never infer authorship from this term alone.,"Kobak et al., Science Advances 2025, supplementary repository excess_words.csv"
425,into,style,preposition,,corpus_monitoring_only,0.1,False,Corpus-associated marker only; never infer authorship from this term alone.,"Kobak et al., Science Advances 2025, supplementary repository excess_words.csv"
426,intricacies,style,noun,,high_cluster_marker,1.0,False,Corpus-associated marker only; never infer authorship from this term alone.,"Kobak et al., Science Advances 2025, supplementary repository excess_words.csv"
427,intricate,style,adjective,,high_cluster_marker,1.0,False,Corpus-associated marker only; never infer authorship from this term alone.,"Kobak et al., Science Advances 2025, supplementary repository excess_words.csv"
428,intricately,style,adverb,,high_cluster_marker,1.0,False,Corpus-associated marker only; never infer authorship from this term alone.,"Kobak et al., Science Advances 2025, supplementary repository excess_words.csv"
429,introduces,style,adjective,,corpus_monitoring_only,0.1,False,Corpus-associated marker only; never infer authorship from this term alone.,"Kobak et al., Science Advances 2025, supplementary repository excess_words.csv"
430,invaluable,style,adjective,,corpus_monitoring_only,0.1,False,Corpus-associated marker only; never infer authorship from this term alone.,"Kobak et al., Science Advances 2025, supplementary repository excess_words.csv"
431,investigates,style,verb,,corpus_monitoring_only,0.1,False,Corpus-associated marker only; never infer authorship from this term alone.,"Kobak et al., Science Advances 2025, supplementary repository excess_words.csv"
432,investigation,content/style,noun,“investigation” can be a synonym of “study” or “experiment” which is style,corpus_monitoring_only,0.1,False,Corpus-associated marker only; never infer authorship from this term alone.,"Kobak et al., Science Advances 2025, supplementary repository excess_words.csv"
434,involves,style,verb,,corpus_monitoring_only,0.1,False,Corpus-associated marker only; never infer authorship from this term alone.,"Kobak et al., Science Advances 2025, supplementary repository excess_words.csv"
435,involving,style,verb,,corpus_monitoring_only,0.1,False,Corpus-associated marker only; never infer authorship from this term alone.,"Kobak et al., Science Advances 2025, supplementary repository excess_words.csv"
438,juxtaposed,style,adjective,,corpus_monitoring_only,0.1,False,Corpus-associated marker only; never infer authorship from this term alone.,"Kobak et al., Science Advances 2025, supplementary repository excess_words.csv"
445,landscape,content/style,noun,can have technical meaning but also used as a style word,context_sensitive_cluster_marker,0.4,False,Corpus-associated marker only; never infer authorship from this term alone.,"Kobak et al., Science Advances 2025, supplementary repository excess_words.csv"
448,leading,style,verb,,corpus_monitoring_only,0.1,False,Corpus-associated marker only; never infer authorship from this term alone.,"Kobak et al., Science Advances 2025, supplementary repository excess_words.csv"
451,leverages,style,verb,,context_sensitive_cluster_marker,0.4,False,Corpus-associated marker only; never infer authorship from this term alone.,"Kobak et al., Science Advances 2025, supplementary repository excess_words.csv"
452,leveraging,style,verb,,context_sensitive_cluster_marker,0.4,False,Corpus-associated marker only; never infer authorship from this term alone.,"Kobak et al., Science Advances 2025, supplementary repository excess_words.csv"
454,lies,content/style,noun/verb,can be noun (plural from lie) or a verb (3rd person singular),corpus_monitoring_only,0.1,False,Corpus-associated marker only; never infer authorship from this term alone.,"Kobak et al., Science Advances 2025, supplementary repository excess_words.csv"
455,like,style,particle,,corpus_monitoring_only,0.1,False,Corpus-associated marker only; never infer authorship from this term alone.,"Kobak et al., Science Advances 2025, supplementary repository excess_words.csv"
456,limitations,style,noun,,corpus_monitoring_only,0.1,False,Corpus-associated marker only; never infer authorship from this term alone.,"Kobak et al., Science Advances 2025, supplementary repository excess_words.csv"
457,linked,style,verb,,corpus_monitoring_only,0.1,False,Corpus-associated marker only; never infer authorship from this term alone.,"Kobak et al., Science Advances 2025, supplementary repository excess_words.csv"
475,maintaining,style,verb,,corpus_monitoring_only,0.1,False,Corpus-associated marker only; never infer authorship from this term alone.,"Kobak et al., Science Advances 2025, supplementary repository excess_words.csv"
487,merges,style,verb,,corpus_monitoring_only,0.1,False,Corpus-associated marker only; never infer authorship from this term alone.,"Kobak et al., Science Advances 2025, supplementary repository excess_words.csv"
490,methodologies,style,noun,,corpus_monitoring_only,0.1,False,Corpus-associated marker only; never infer authorship from this term alone.,"Kobak et al., Science Advances 2025, supplementary repository excess_words.csv"
492,meticulous,style,adjective,,high_cluster_marker,1.0,False,Corpus-associated marker only; never infer authorship from this term alone.,"Kobak et al., Science Advances 2025, supplementary repository excess_words.csv"
493,meticulously,style,adverb,,high_cluster_marker,1.0,False,Corpus-associated marker only; never infer authorship from this term alone.,"Kobak et al., Science Advances 2025, supplementary repository excess_words.csv"
495,midst,style,preposition,,corpus_monitoring_only,0.1,False,Corpus-associated marker only; never infer authorship from this term alone.,"Kobak et al., Science Advances 2025, supplementary repository excess_words.csv"
496,minimizing,content/style,verb,can have technical and non-technical meanings,corpus_monitoring_only,0.1,False,Corpus-associated marker only; never infer authorship from this term alone.,"Kobak et al., Science Advances 2025, supplementary repository excess_words.csv"
498,mirroring,content/style,verb,can have technical and non-technical meanings,corpus_monitoring_only,0.1,False,Corpus-associated marker only; never infer authorship from this term alone.,"Kobak et al., Science Advances 2025, supplementary repository excess_words.csv"
509,modulating,content/style,verb,can have technical and non-technical meanings,corpus_monitoring_only,0.1,False,Corpus-associated marker only; never infer authorship from this term alone.,"Kobak et al., Science Advances 2025, supplementary repository excess_words.csv"
516,multifaceted,style,adjective,,high_cluster_marker,1.0,False,Corpus-associated marker only; never infer authorship from this term alone.,"Kobak et al., Science Advances 2025, supplementary repository excess_words.csv"
523,necessitate,style,verb,,corpus_monitoring_only,0.1,False,Corpus-associated marker only; never infer authorship from this term alone.,"Kobak et al., Science Advances 2025, supplementary repository excess_words.csv"
524,necessitates,style,verb,,corpus_monitoring_only,0.1,False,Corpus-associated marker only; never infer authorship from this term alone.,"Kobak et al., Science Advances 2025, supplementary repository excess_words.csv"
525,necessitating,style,verb,,corpus_monitoring_only,0.1,False,Corpus-associated marker only; never infer authorship from this term alone.,"Kobak et al., Science Advances 2025, supplementary repository excess_words.csv"
526,necessity,style,noun,,corpus_monitoring_only,0.1,False,Corpus-associated marker only; never infer authorship from this term alone.,"Kobak et al., Science Advances 2025, supplementary repository excess_words.csv"
527,need,style,verb,,corpus_monitoring_only,0.1,False,Corpus-associated marker only; never infer authorship from this term alone.,"Kobak et al., Science Advances 2025, supplementary repository excess_words.csv"
538,notable,style,adjective,,corpus_monitoring_only,0.1,False,Corpus-associated marker only; never infer authorship from this term alone.,"Kobak et al., Science Advances 2025, supplementary repository excess_words.csv"
539,notably,style,advebr,,context_sensitive_cluster_marker,0.4,False,Corpus-associated marker only; never infer authorship from this term alone.,"Kobak et al., Science Advances 2025, supplementary repository excess_words.csv"
540,noteworthy,style,adjective,,corpus_monitoring_only,0.1,False,Corpus-associated marker only; never infer authorship from this term alone.,"Kobak et al., Science Advances 2025, supplementary repository excess_words.csv"
542,nuanced,style,adjective,,high_cluster_marker,1.0,False,Corpus-associated marker only; never infer authorship from this term alone.,"Kobak et al., Science Advances 2025, supplementary repository excess_words.csv"
543,nuances,style,noun,,high_cluster_marker,1.0,False,Corpus-associated marker only; never infer authorship from this term alone.,"Kobak et al., Science Advances 2025, supplementary repository excess_words.csv"
545,observed,style,verb,,corpus_monitoring_only,0.1,False,Corpus-associated marker only; never infer authorship from this term alone.,"Kobak et al., Science Advances 2025, supplementary repository excess_words.csv"
546,offer,style,verb,,corpus_monitoring_only,0.1,False,Corpus-associated marker only; never infer authorship from this term alone.,"Kobak et al., Science Advances 2025, supplementary repository excess_words.csv"
547,offering,style,verb,,corpus_monitoring_only,0.1,False,Corpus-associated marker only; never infer authorship from this term alone.,"Kobak et al., Science Advances 2025, supplementary repository excess_words.csv"
548,offers,style,verb,,corpus_monitoring_only,0.1,False,Corpus-associated marker only; never infer authorship from this term alone.,"Kobak et al., Science Advances 2025, supplementary repository excess_words.csv"
554,optimizing,style,verb,,context_sensitive_cluster_marker,0.4,False,Corpus-associated marker only; never infer authorship from this term alone.,"Kobak et al., Science Advances 2025, supplementary repository excess_words.csv"
556,orchestrating,style,verb,,corpus_monitoring_only,0.1,False,Corpus-associated marker only; never infer authorship from this term alone.,"Kobak et al., Science Advances 2025, supplementary repository excess_words.csv"
558,originality,content/style,noun,,corpus_monitoring_only,0.1,False,Corpus-associated marker only; never infer authorship from this term alone.,"Kobak et al., Science Advances 2025, supplementary repository excess_words.csv"
560,outcomes,style,noun,,corpus_monitoring_only,0.1,False,Corpus-associated marker only; never infer authorship from this term alone.,"Kobak et al., Science Advances 2025, supplementary repository excess_words.csv"
561,outlines,style,verb,,corpus_monitoring_only,0.1,False,Corpus-associated marker only; never infer authorship from this term alone.,"Kobak et al., Science Advances 2025, supplementary repository excess_words.csv"
563,overlook,style,verb,,corpus_monitoring_only,0.1,False,Corpus-associated marker only; never infer authorship from this term alone.,"Kobak et al., Science Advances 2025, supplementary repository excess_words.csv"
564,overlooking,style,verb,,corpus_monitoring_only,0.1,False,Corpus-associated marker only; never infer authorship from this term alone.,"Kobak et al., Science Advances 2025, supplementary repository excess_words.csv"
566,overwhelmed,style,verb,,corpus_monitoring_only,0.1,False,Corpus-associated marker only; never infer authorship from this term alone.,"Kobak et al., Science Advances 2025, supplementary repository excess_words.csv"
570,particularly,style,adverb,,context_sensitive_cluster_marker,0.4,False,Corpus-associated marker only; never infer authorship from this term alone.,"Kobak et al., Science Advances 2025, supplementary repository excess_words.csv"
573,paving,style,verb,,corpus_monitoring_only,0.1,False,Corpus-associated marker only; never infer authorship from this term alone.,"Kobak et al., Science Advances 2025, supplementary repository excess_words.csv"
578,persist,style,verb,,corpus_monitoring_only,0.1,False,Corpus-associated marker only; never infer authorship from this term alone.,"Kobak et al., Science Advances 2025, supplementary repository excess_words.csv"
585,pinpoint,style,verb,,corpus_monitoring_only,0.1,False,Corpus-associated marker only; never infer authorship from this term alone.,"Kobak et al., Science Advances 2025, supplementary repository excess_words.csv"
586,pinpointed,style,verb,,corpus_monitoring_only,0.1,False,Corpus-associated marker only; never infer authorship from this term alone.,"Kobak et al., Science Advances 2025, supplementary repository excess_words.csv"
587,pinpointing,style,verb,,corpus_monitoring_only,0.1,False,Corpus-associated marker only; never infer authorship from this term alone.,"Kobak et al., Science Advances 2025, supplementary repository excess_words.csv"
588,pioneering,style,verb,,corpus_monitoring_only,0.1,False,Corpus-associated marker only; never infer authorship from this term alone.,"Kobak et al., Science Advances 2025, supplementary repository excess_words.csv"
589,pioneers,style,noun,,corpus_monitoring_only,0.1,False,Corpus-associated marker only; never infer authorship from this term alone.,"Kobak et al., Science Advances 2025, supplementary repository excess_words.csv"
590,pivotal,style,adjective,,high_cluster_marker,1.0,False,Corpus-associated marker only; never infer authorship from this term alone.,"Kobak et al., Science Advances 2025, supplementary repository excess_words.csv"
594,poised,style,verb,,corpus_monitoring_only,0.1,False,Corpus-associated marker only; never infer authorship from this term alone.,"Kobak et al., Science Advances 2025, supplementary repository excess_words.csv"
598,pose,style,verb,,corpus_monitoring_only,0.1,False,Corpus-associated marker only; never infer authorship from this term alone.,"Kobak et al., Science Advances 2025, supplementary repository excess_words.csv"
599,posed,style,verb,,corpus_monitoring_only,0.1,False,Corpus-associated marker only; never infer authorship from this term alone.,"Kobak et al., Science Advances 2025, supplementary repository excess_words.csv"
600,poses,style,verb,,corpus_monitoring_only,0.1,False,Corpus-associated marker only; never infer authorship from this term alone.,"Kobak et al., Science Advances 2025, supplementary repository excess_words.csv"
601,posing,style,verb,,corpus_monitoring_only,0.1,False,Corpus-associated marker only; never infer authorship from this term alone.,"Kobak et al., Science Advances 2025, supplementary repository excess_words.csv"
602,postponed,style,verb,,corpus_monitoring_only,0.1,False,Corpus-associated marker only; never infer authorship from this term alone.,"Kobak et al., Science Advances 2025, supplementary repository excess_words.csv"
603,potential,style,adjective,,context_sensitive_cluster_marker,0.4,False,Corpus-associated marker only; never infer authorship from this term alone.,"Kobak et al., Science Advances 2025, supplementary repository excess_words.csv"
604,potentially,style,adverb,,context_sensitive_cluster_marker,0.4,False,Corpus-associated marker only; never infer authorship from this term alone.,"Kobak et al., Science Advances 2025, supplementary repository excess_words.csv"
607,precise,style,adjective,,corpus_monitoring_only,0.1,False,Corpus-associated marker only; never infer authorship from this term alone.,"Kobak et al., Science Advances 2025, supplementary repository excess_words.csv"
608,predominantly,style,adverb,,corpus_monitoring_only,0.1,False,Corpus-associated marker only; never infer authorship from this term alone.,"Kobak et al., Science Advances 2025, supplementary repository excess_words.csv"
611,presents,style,verb,,corpus_monitoring_only,0.1,False,Corpus-associated marker only; never infer authorship from this term alone.,"Kobak et al., Science Advances 2025, supplementary repository excess_words.csv"
612,preserving,style,verb,,corpus_monitoring_only,0.1,False,Corpus-associated marker only; never infer authorship from this term alone.,"Kobak et al., Science Advances 2025, supplementary repository excess_words.csv"
613,pressing,style,adjective,,corpus_monitoring_only,0.1,False,Corpus-associated marker only; never infer authorship from this term alone.,"Kobak et al., Science Advances 2025, supplementary repository excess_words.csv"
616,prevalent,style,adjective,,corpus_monitoring_only,0.1,False,Corpus-associated marker only; never infer authorship from this term alone.,"Kobak et al., Science Advances 2025, supplementary repository excess_words.csv"
617,primarily,style,adverb,,corpus_monitoring_only,0.1,False,Corpus-associated marker only; never infer authorship from this term alone.,"Kobak et al., Science Advances 2025, supplementary repository excess_words.csv"
618,primary,style,adjective,,corpus_monitoring_only,0.1,False,Corpus-associated marker only; never infer authorship from this term alone.,"Kobak et al., Science Advances 2025, supplementary repository excess_words.csv"
621,prioritize,content/style,verb,"edge case -- ""vaccine prioritizations""",corpus_monitoring_only,0.1,False,Corpus-associated marker only; never infer authorship from this term alone.,"Kobak et al., Science Advances 2025, supplementary repository excess_words.csv"
622,prioritizes,content/style,verb,,corpus_monitoring_only,0.1,False,Corpus-associated marker only; never infer authorship from this term alone.,"Kobak et al., Science Advances 2025, supplementary repository excess_words.csv"
623,prioritizing,content/style,verb,,corpus_monitoring_only,0.1,False,Corpus-associated marker only; never infer authorship from this term alone.,"Kobak et al., Science Advances 2025, supplementary repository excess_words.csv"
625,prominence,content/style,noun,"""linguistic prominence"" and some other terms",corpus_monitoring_only,0.1,False,Corpus-associated marker only; never infer authorship from this term alone.,"Kobak et al., Science Advances 2025, supplementary repository excess_words.csv"
626,promise,style,verb,,corpus_monitoring_only,0.1,False,Corpus-associated marker only; never infer authorship from this term alone.,"Kobak et al., Science Advances 2025, supplementary repository excess_words.csv"
627,promising,style,verb,,corpus_monitoring_only,0.1,False,Corpus-associated marker only; never infer authorship from this term alone.,"Kobak et al., Science Advances 2025, supplementary repository excess_words.csv"
628,prompting,content/style,verb,can be about LLM prompts,corpus_monitoring_only,0.1,False,Corpus-associated marker only; never infer authorship from this term alone.,"Kobak et al., Science Advances 2025, supplementary repository excess_words.csv"
631,pronounced,style,adjective,,corpus_monitoring_only,0.1,False,Corpus-associated marker only; never infer authorship from this term alone.,"Kobak et al., Science Advances 2025, supplementary repository excess_words.csv"
632,propelling,style,verb,,corpus_monitoring_only,0.1,False,Corpus-associated marker only; never infer authorship from this term alone.,"Kobak et al., Science Advances 2025, supplementary repository excess_words.csv"
